"","sci_name","uid","count"
"5241","Rinorea dentata",459916,1
"5242","Rodgersia podophylla",262050,1
"5243","Rogeria longiflora",1503126,1
"5244","Rohdea chinensis",927809,1
"5245","Rohdea wattii",1045279,1
"5246","Romulea tempskyana",481130,1
"5247","Rorida quinquenervia",860714,1
"5248","Rorippa palustris",50498,1
"5249","Rosa chinensis",74649,1
"5250","Rosa cymosa",117261,1
"5251","Rosa foetida",74629,1
"5252","Rosa gallica",74632,1
"5253","Rosa hybrid cultivar",128735,1
"5254","Rosa indica",2056386,1
"5255","Rosa laxa",267240,1
"5256","Rosa odorata",267246,1
"5257","Roscoea purpurea",97783,1
"5258","Rosularia adenotricha",2338853,1
"5259","Rothmannia talbotii",1317881,1
"5260","Rourea induta",2364061,1
"5261","Rourea minor",85261,1
"5262","Roylea cinerea",483864,1
"5263","Rubia alata",1531355,1
"5264","Rubia lanceolata",1588807,1
"5265","Rubia ovatifolia",1531357,1
"5266","Rubia tibetica",3349183,1
"5267","Rubia tinctorum",29802,1
"5268","Rubus apetalus",1220086,1
"5269","Rubus arcticus",70741,1
"5270","Rubus canescens",190221,1
"5271","Rubus corchorifolius",190223,1
"5272","Rubus crataegifolius",75067,1
"5273","Rubus delavayi",3058173,1
"5274","Rubus discolor",457917,1
"5275","Rubus glaucus",190226,1
"5276","Rubus imperialis",3091826,1
"5277","Rubus parvifolius",176136,1
"5278","Rudbeckia fulgida",52312,1
"5279","Rudbeckia hirta",52299,1
"5280","Ruellia blechum",544840,1
"5281","Ruellia patula",441006,1
"5282","Rumex abyssinicus",273505,1
"5283","Rumex acetosa",41241,1
"5284","Rumex acetosella",61450,1
"5285","Rumex cyprius",291102,1
"5286","Rumex gmelinii",945803,1
"5287","Rumex lunaria",242529,1
"5288","Rumex pictus",1786036,1
"5289","Rumex scutatus",242528,1
"5290","Rumex thianschanicus",1786038,1
"5291","Rumex thyrsiflorus",696533,1
"5292","Rungia pectinata",1205775,1
"5293","Ruta montana",266085,1
"5294","Rydingia persica",483859,1
"5295","Sabicea brevipes",409386,1
"5296","Saccharum spontaneum",62335,1
"5297","Sacciolepis indica",158156,1
"5298","Sagittaria montevidensis",118780,1
"5299","Salacca zalacca",145711,1
"5300","Salacia chinensis",1009589,1
"5301","Salacia fruticosa",1225086,1
"5302","Salacia impressifolia",123469,1
"5303","Salacia macrosperma",1225087,1
"5304","Salicornia bigelovii",46105,1
"5305","Salicornia iranica",2903551,1
"5306","Salix acmophylla",426347,1
"5307","Salix babylonica",75706,1
"5308","Salix cinerea",470278,1
"5309","Salix kochiana",2893417,1
"5310","Salix mucronata subsp. subserrata",753747,1
"5311","Salix nigra",75714,1
"5312","Salix schwerinii",77068,1
"5313","Salix viminalis",40686,1
"5314","Salsola collina",525237,1
"5315","Salvadora oleoides",1173311,1
"5316","Salvia absconditiflora",1933698,1
"5317","Salvia aegyptiaca",392645,1
"5318","Salvia apiana",392646,1
"5319","Salvia aramiensis",1933703,1
"5320","Salvia aristata",392647,1
"5321","Salvia atropatana",1685711,1
"5322","Salvia aucheri",392709,1
"5323","Salvia balansae",2886696,1
"5324","Salvia bowleyana",424416,1
"5325","Salvia chamelaeagnea",1520020,1
"5326","Salvia circinnata",3110499,1
"5327","Salvia connivens",2026474,1
"5328","Salvia dentata",379292,1
"5329","Salvia dianthera",392636,1
"5330","Salvia digitaloides",268902,1
"5331","Salvia dolomitica",392659,1
"5332","Salvia dominica",1520022,1
"5333","Salvia dorystaechas",268878,1
"5334","Salvia elegans",888065,1
"5335","Salvia guaranitica",204224,1
"5336","Salvia heldreichiana",1933725,1
"5337","Salvia hypoleuca",1294397,1
"5338","Salvia jurisicii",1933728,1
"5339","Salvia lachnocalyx",2490788,1
"5340","Salvia lachnostachys",2026498,1
"5341","Salvia macilenta",2490789,1
"5342","Salvia macrosiphon",1571166,1
"5343","Salvia microphylla",268916,1
"5344","Salvia nubicola",268919,1
"5345","Salvia palaestina",268920,1
"5346","Salvia pomifera",396869,1
"5347","Salvia rhytidea",1933753,1
"5348","Salvia sahendica",1933756,1
"5349","Salvia sericeotomentosa",1642916,1
"5350","Salvia sharifii",1685716,1
"5351","Salvia sinaloensis",2039544,1
"5352","Salvia suffruticosa",1933697,1
"5353","Salvia uliginosa",49219,1
"5354","Salvia urmiensis",2490792,1
"5355","Salvia viridis",49221,1
"5356","Samanea saman",76910,1
"5357","Sanicula chinensis",49570,1
"5358","Sanicula rubriflora",82094,1
"5359","Sansevieria cylindrica",13668,1
"5360","Sansevieria liberica",1280251,1
"5361","Sansevieria roxburghiana",1378006,1
"5362","Santolina insularis",765941,1
"5363","Santolina semidentata",1142030,1
"5364","Sanvitalia procumbens",502543,1
"5365","Sapium baccatum",1679265,1
"5366","Sapium ellipticum",1237793,1
"5367","Sapium glandulosum",316851,1
"5368","Sarcomphalus joazeiro",3103840,1
"5369","Sarcomphalus obtusifolius",73717,1
"5370","Sarracenia purpurea",45176,1
"5371","Saruma henryi",13258,1
"5372","Satureja avromanica",2943802,1
"5373","Satureja cuneifolia",546409,1
"5374","Satureja kitaibelii",1851436,1
"5375","Satureja pilosa",751862,1
"5376","Satureja thymbra",49989,1
"5377","Satureja thymbrifolia",751864,1
"5378","Sauromatum venosum",4463,1
"5379","Saussurea laniceps",254913,1
"5380","Saussurea pulchella",243817,1
"5381","Saussurea simpsoniana",378341,1
"5382","Scabiosa ochroleuca",596816,1
"5383","Scabiosa tschiliensis",180067,1
"5384","Scadoxus multiflorus",82246,1
"5385","Scadoxus puniceus",59038,1
"5386","Schenkia spicata",172074,1
"5387","Schimpera arabica",664058,1
"5388","Schisandra grandiflora",124788,1
"5389","Schisandra henryi",124789,1
"5390","Schisandra repanda",81864,1
"5391","Schisandra rubriflora",124791,1
"5392","Schizocarphus nervosus",65770,1
"5393","Schkuhria pinnata",176579,1
"5394","Schleichera oleosa",290996,1
"5395","Schnabelia terniflora",199173,1
"5396","Schnabelia tetrodonta",2290804,1
"5397","Schoenocaulon officinale",294315,1
"5398","Schoepfia schreberi",23379,1
"5399","Schweinfurthia papilionacea",299788,1
"5400","Schwenckia americana",310456,1
"5401","Scilla mesopotamica",3040988,1
"5402","Scilla persica",82054,1
"5403","Scilla peruviana",65771,1
"5404","Scorzonera radiata",2928425,1
"5405","Scrophularia cephalantha",1136150,1
"5406","Scrophularia nodosa",90363,1
"5407","Scrophularia subaphylla",1970680,1
"5408","Scrophularia umbrosa",942083,1
"5409","Scrophularia variegata",1042522,1
"5410","Scutellaria agrestis",2858904,1
"5411","Scutellaria amoena",1052904,1
"5412","Scutellaria discolor",1383557,1
"5413","Scutellaria edelbergii",2858921,1
"5414","Scutellaria franchetiana",2023964,1
"5415","Scutellaria galericulata",53169,1
"5416","Scutellaria havanensis",2511810,1
"5417","Scutellaria hirta",457166,1
"5418","Scutellaria incana",233891,1
"5419","Scutellaria multicaulis",2016208,1
"5420","Scutellaria oblonga",2858937,1
"5421","Scutellaria pinnatifida",2016204,1
"5422","Scutellaria prostrata",2858946,1
"5423","Scutellaria rehderiana",516072,1
"5424","Scutellaria scordifolia",587679,1
"5425","Scutellaria tsinyunensis",1862659,1
"5426","Searsia longipes",1592022,1
"5427","Searsia tripartita",1492774,1
"5428","Secamone afzelii",52852,1
"5429","Secamone emetica",492007,1
"5430","Sedum bulbiferum",91125,1
"5431","Sedum hispanicum",91135,1
"5432","Sedum oxypetalum",665380,1
"5433","Sekanama sanguinea",143579,1
"5434","Selaginella involvens",872858,1
"5435","Selaginella lepidophylla",59777,1
"5436","Selaginella myosurus",137161,1
"5437","Selaginella pulvinata",672198,1
"5438","Selaginella uncinata",307165,1
"5439","Selinum candollei",40939,1
"5440","Selinum carvifolia",223577,1
"5441","Sempervivum davisii",1538665,1
"5442","Senecio filaginoides",462527,1
"5443","Senecio fistulosus",462528,1
"5444","Senecio glaucus",121546,1
"5445","Senecio nutans",2841769,1
"5446","Senecio oreophyton",462547,1
"5447","Senecio scandens",189247,1
"5448","Senegalia senegal",138043,1
"5449","Senna bicapsularis",346951,1
"5450","Senna cana",346399,1
"5451","Senna macranthera",346975,1
"5452","Senna pendula",346990,1
"5453","Senna podocarpa",3141973,1
"5454","Senna septemtrionalis",346998,1
"5455","Senna sophera",948718,1
"5456","Senna sulfurea",948714,1
"5457","Seriphium plumosum",2816102,1
"5458","Serjania triquetra",222981,1
"5459","Serratula coronata",143210,1
"5460","Sesamum alatum",300844,1
"5461","Sesamum latifolium",2727402,1
"5462","Sesbania sesban",76396,1
"5463","Seseli pallasii",1534645,1
"5464","Seseli petraeum",2502076,1
"5465","Seseli rigidum",489393,1
"5466","Setaria flavida",560826,1
"5467","Shorea tumbuggaia",1378007,1
"5468","Sida cordata",210324,1
"5469","Sida linifolia",108370,1
"5470","Sida spinosa",108380,1
"5471","Sida szechuensis",1930050,1
"5472","Sideritis clandestina",155238,1
"5473","Sideritis euboea",155244,1
"5474","Sideritis hyssopifolia",155250,1
"5475","Sideritis leucantha",1391945,1
"5476","Sideritis perfoliata",155256,1
"5477","Sideritis trojana",703113,1
"5478","Sideroxylon mascatense",362727,1
"5479","Sideroxylon obtusifolium",362728,1
"5480","Sieruela rutidosperma",190803,1
"5481","Silene cretacea",2200769,1
"5482","Silene succulenta",663357,1
"5483","Silene undulata",1857566,1
"5484","Silene viridiflora",335148,1
"5485","Simmondsia chinensis",3999,1
"5486","Sinomenium acutum",152363,1
"5487","Sinosenecio oldhamianus",186970,1
"5488","Siparuna brasiliensis",63813,1
"5489","Siraitia siamensis",2695833,1
"5490","Sisymbrium irio",3730,1
"5491","Sisyrinchium palmifolium",1053845,1
"5492","Skimmia anquetilia",76976,1
"5493","Smilax brasiliensis",1291461,1
"5494","Smilax corbularia",1045139,1
"5495","Smilax perfoliata",1045167,1
"5496","Smilax rufescens",2490917,1
"5497","Smyrnium cordifolium",489400,1
"5498","Solanum americanum",109975,1
"5499","Solanum betaceum",45843,1
"5500","Solanum carolinense",50511,1
"5501","Solanum diphyllum",693386,1
"5502","Solanum diploconos",172110,1
"5503","Solanum japonense",2785320,1
"5504","Solanum linnaeanum",329777,1
"5505","Solanum nigrescens",1398764,1
"5506","Solanum pubescens",1097646,1
"5507","Solanum seaforthianum",45840,1
"5508","Solanum sisymbriifolium",205582,1
"5509","Solanum spirale",1045175,1
"5510","Solanum undatum",1097658,1
"5511","Solanum violaceum",329803,1
"5512","Solena amplexicaulis",714502,1
"5513","Solidago gigantea",330183,1
"5514","Solidago microglossa",2726070,1
"5515","Sonchus wightianus",381738,1
"5516","Sonneratia apetala",122813,1
"5517","Sophora mollis",3091532,1
"5518","Sorbaria kirilowii",714504,1
"5519","Sorbus americana",193310,1
"5520","Sorbus decora",765745,1
"5521","Sorindeia juglandifolia",1317886,1
"5522","Souroubea sympetala",164990,1
"5523","Soymida febrifuga",1672007,1
"5524","Sparganium stoloniferum",203643,1
"5525","Spartium junceum",49843,1
"5526","Spenceria ramalana",398531,1
"5527","Spergula fallax",1423401,1
"5528","Spermacoce neohispida",60356,1
"5529","Sphaerophysa salsula",47651,1
"5530","Sphagnum palustre",13805,1
"5531","Sphenocentrum jollyanum",461632,1
"5532","Spiraea chamaedryfolia",701263,1
"5533","Spiraea hypericifolia",409512,1
"5534","Spiraea media",1161166,1
"5535","Spiranthera odoratissima",2896588,1
"5536","Spirodela polyrhiza",29656,1
"5537","Spirogyra neglecta",2602117,1
"5538","Spondias purpurea",341683,1
"5539","Spondias venulosa",1413321,1
"5540","Sporobolus pumilus",180100,1
"5541","Stachys geobombycis",587680,1
"5542","Stachys multicaulis",1541663,1
"5543","Stachys palaestina",3098916,1
"5544","Stachys palustris",1060938,1
"5545","Stachys recta",53174,1
"5546","Stachys schtschegleevii",1391983,1
"5547","Stachys tmolea",876255,1
"5548","Stachytarpheta jamaicensis",634377,1
"5549","Stanhopea tigrina",125184,1
"5550","Staphisagria macrosperma",104301,1
"5551","Stauntonia chinensis",161269,1
"5552","Stegnosperma halimifolium",3535,1
"5553","Stellaria pallida",1137916,1
"5554","Stemona curtisii",492018,1
"5555","Stemona parviflora",339780,1
"5556","Stemona sessilifolia",339784,1
"5557","Stenochlaena palustris",32079,1
"5558","Stenocline inuloides",2896593,1
"5559","Stephania abyssinica",1184746,1
"5560","Stephania dentifolia",1501456,1
"5561","Stephania hainanensis",152369,1
"5562","Stephania hernandifolia",152366,1
"5563","Stephania japonica",461633,1
"5564","Stephania longa",147244,1
"5565","Stephania pierrei",1924984,1
"5566","Stephania succifera",152370,1
"5567","Stephania venosa",527508,1
"5568","Sterculia foetida",195802,1
"5569","Sterculia tragacantha",66668,1
"5570","Sterculia urens",482950,1
"5571","Stereospermum colais",1090621,1
"5572","Stereospermum tetragonum",1401051,1
"5573","Stevia serrata",558511,1
"5574","Stipagrostis ciliata",348278,1
"5575","Striga asiatica",4170,1
"5576","Strobilanthes alternata",34269,1
"5577","Strobilanthes ciliata",259406,1
"5578","Strobocalyx arborea",434687,1
"5579","Strychnos icaja",1040889,1
"5580","Strychnos innocua",1040890,1
"5581","Strychnos lucida",403120,1
"5582","Strychnos mitis",1040902,1
"5583","Styrax faberi",153531,1
"5584","Styrax tonkinensis",153559,1
"5585","Suaeda japonica",90346,1
"5586","Suaeda salsa",126914,1
"5587","Suregada multiflora",3979,1
"5588","Swertia bimaculata",148627,1
"5589","Swertia franchetiana",50785,1
"5590","Swertia multicaulis",149062,1
"5591","Swertia petiolata",39380,1
"5592","Symphytum ibericum",1452889,1
"5593","Symplocos cochinchinensis var. laurina",251585,1
"5594","Symplocos sumuntia",251602,1
"5595","Syncarpia glomulifera",178137,1
"5596","Syncarpia hillii",271921,1
"5597","Synclisia scabrida",3021359,1
"5598","Syneilesis aconitifolia",186972,1
"5599","Syneilesis palmata",41646,1
"5600","Syngonanthus nitens",1484943,1
"5601","Syringa pinnatifolia",149022,1
"5602","Syringa pubescens",150408,1
"5603","Syringa reticulata",126367,1
"5604","Syzygium austroyunnanense",1679308,1
"5605","Syzygium legatii",578531,1
"5606","Syzygium sp.",3122882,1
"5607","Tabebuia chrysotricha",69902,1
"5608","Tabebuia pallida",452829,1
"5609","Tabernaemontana alternifolia",2563820,1
"5610","Tabernaemontana corymbosa",1679252,1
"5611","Tabernaemontana crassa",761062,1
"5612","Tabernanthe iboga",141617,1
"5613","Tacca leontopetaloides",72648,1
"5614","Tacca plantaginea",44982,1
"5615","Talinum portulacifolium",146120,1
"5616","Talisia esculenta",575650,1
"5617","Tamarix gallica",125585,1
"5618","Tamarix hohenackeri",189794,1
"5619","Tamarix laxa",189796,1
"5620","Tamarix tetragyna",990364,1
"5621","Tanacetum cinerariifolium",118510,1
"5622","Tanacetum corymbosum",127994,1
"5623","Tanacetum poteriifolium",1115787,1
"5624","Tanacetum pulchrum",2954229,1
"5625","Tanacetum sinaicum",2072400,1
"5626","Tapinanthus globifer",3062110,1
"5627","Taraxacum antungense",1204311,1
"5628","Taraxacum bessarabicum",90022,1
"5629","Tarchonanthus camphoratus",41650,1
"5630","Tarchonanthus parvicapitulatus",3020006,1
"5631","Tarenaya rosea",310234,1
"5632","Taxillus sutchuenensis",227910,1
"5633","Taxus brevifolia",46220,1
"5634","Taxus contorta",1245586,1
"5635","Taxus cuspidata",99806,1
"5636","Taxus mairei",120273,1
"5637","Taxus wallichiana var. yunnanensis",2778344,1
"5638","Tecomaria capensis",140035,1
"5639","Tecticornia indica",240067,1
"5640","Telosma pallida",1205794,1
"5641","Tephrosia bracteolata",1628388,1
"5642","Tephrosia candida",587868,1
"5643","Tephrosia villosa",62125,1
"5644","Terminalia engleri",2807384,1
"5645","Terminalia hylodendron",2708959,1
"5646","Terminalia pendula",1068673,1
"5647","Terminalia phillyreifolia",2777731,1
"5648","Tessaria absinthioides",1548622,1
"5649","Tetracera indica",1489826,1
"5650","Tetracera macrophylla",1840403,1
"5651","Tetradium trichotomum",354524,1
"5652","Tetraena coccinea",90540,1
"5653","Tetraena hamiensis",244755,1
"5654","Tetraglochin ameghinoi",2024728,1
"5655","Tetraglochin andina",2024729,1
"5656","Tetragonia decumbens",239286,1
"5657","Tetrapanax papyrifer",46417,1
"5658","Tetrastigma harmandii",1932026,1
"5659","Tetrastigma planicaule",1006137,1
"5660","Teucrium arduinoi",1209836,1
"5661","Teucrium divaricatum",1132409,1
"5662","Teucrium leucocladum",1423403,1
"5663","Teucrium luteum",2932674,1
"5664","Teucrium mascatense",2172029,1
"5665","Teucrium multicaule",1854037,1
"5666","Teucrium pseudochamaepitys",1209883,1
"5667","Teucrium quadrifarium",1209885,1
"5668","Teucrium sandrasicum",1854046,1
"5669","Teucrium scorodonia",53178,1
"5670","Teucrium stocksianum",1209892,1
"5671","Thalictrum delavayi",1084667,1
"5672","Thalictrum fargesii",1277774,1
"5673","Thalictrum flavum",150094,1
"5674","Thalictrum uchiyamae",1084701,1
"5675","Thapsia thapsioides",571613,1
"5676","Thelesperma megapotamicum",153168,1
"5677","Thermopsis turkestanica",114324,1
"5678","Thesium viride",2971413,1
"5679","Thlaspi arvense",13288,1
"5680","Thonningia sanguinea",1618145,1
"5681","Thottea tomentosa",108427,1
"5682","Thouinia paucidentata",1639869,1
"5683","Thymelaea lythroides",224054,1
"5684","Thymus broussonetii",751869,1
"5685","Thymus cilicicus",1885666,1
"5686","Thymus longicaulis",1194133,1
"5687","Thymus mandschuricus",532139,1
"5688","Thymus mongolicus",532141,1
"5689","Thymus praecox",347388,1
"5690","Thymus pulegioides",751873,1
"5691","Thymus sibthorpii",1718167,1
"5692","Thymus sipyleus",1132411,1
"5693","Thymus transcaspicus",2019958,1
"5694","Thymus transcaucasicus",2019959,1
"5695","Ticanto crista",509004,1
"5696","Tieghemella heckelii",233760,1
"5697","Tilia platyphyllos",82423,1
"5698","Tillandsia bergeri",49875,1
"5699","Tillandsia recurvata",588385,1
"5700","Timonius flavescens",336053,1
"5701","Tinospora capillipes",150903,1
"5702","Tinospora malabarica",280791,1
"5703","Tirpitzia sinensis",586405,1
"5704","Tocoyena formosa",1570962,1
"5705","Tocoyena sellowiana",2981236,1
"5706","Tontelea micrantha",670384,1
"5707","Toona fargesii",3003557,1
"5708","Toona sureni",1258759,1
"5709","Tordylium apulum",489417,1
"5710","Torenia concolor",218618,1
"5711","Torenia crustacea",2508703,1
"5712","Torilis japonica",49576,1
"5713","Torilis scabra",79188,1
"5714","Torreya grandis",58047,1
"5715","Torricellia angulata",1905278,1
"5716","Tournefortiopsis crispiflora",60142,1
"5717","Trachelospermum jasminoides",69389,1
"5718","Trachycarpus nanus",115525,1
"5719","Traganum nudatum",454549,1
"5720","Tragia benthamii",1777524,1
"5721","Tragia involucrata",1378009,1
"5722","Tragia plukenetii",1777554,1
"5723","Tragia volubilis",687771,1
"5724","Tragopogon graminifolius",425117,1
"5725","Trapa bicornis",236974,1
"5726","Trapa incisa",236973,1
"5727","Trapa maximowiczii",162053,1
"5728","Trapa natans",22666,1
"5729","Trapa natans var. bispinosa",236976,1
"5730","Trapa natans var. quadrispinosa",236975,1
