"","sci_name","uid","count"
"769","Satureja sahendica",1443264,6
"770","Schizonepeta tenuifolia",2849020,6
"771","Scleromitrion diffusum",254027,6
"772","Scutellaria barbata",396367,6
"773","Senna occidentalis",126820,6
"774","Sorbus commixta",186521,6
"775","Sphagneticola trilobata",53737,6
"776","Spondias mombin",80338,6
"777","Stellera chamaejasme",142738,6
"778","Tagetes lucida",169606,6
"779","Tagetes minuta",169607,6
"780","Tamarix aphylla",189786,6
"781","Tanacetum balsamita",301877,6
"782","Taxus baccata",25629,6
"783","Taxus chinensis",29808,6
"784","Tecomella undulata",680229,6
"785","Tetraclinis articulata",13717,6
"786","Thymus persicus",563988,6
"787","Toona ciliata",67918,6
"788","Trichosanthes cucumerina",50543,6
"789","Vaccinium arctostaphylos",190534,6
"790","Wedelia chinensis",318065,6
"791","Wurfbainia longiligularis",648859,6
"792","Zanthoxylum leprieurii",992815,6
"793","Zingiber zerumbet",311405,6
"794","Ziziphus mauritiana",157914,6
"795","Abelmoschus moschatus",1170222,5
"796","Aconitum napellus",112591,5
"797","Agastache foeniculum",39269,5
"798","Agriophyllum squarrosum",240019,5
"799","Alchemilla vulgaris",49855,5
"800","Alchornea cordifolia",316697,5
"801","Allium fistulosum",35875,5
"802","Allium hirtifolium",70759,5
"803","Allium hookeri",105303,5
"804","Allium roseum",74898,5
"805","Allium ursinum",4684,5
"806","Aloysia citrodora",925377,5
"807","Alstonia boonei",84857,5
"808","Amaranthus viridis",56196,5
"809","Ammi majus",48026,5
"810","Angelica decursiva",52491,5
"811","Anredera cordifolia",46150,5
"812","Anvillea garcinii",56519,5
"813","Aquilaria malaccensis",223753,5
"814","Arachis hypogaea",3818,5
"815","Arnebia hispidissima",2571305,5
"816","Artemisia monosperma",72348,5
"817","Artocarpus lacucha",382341,5
"818","Averrhoa bilimbi",245205,5
"819","Barleria albostellata",992648,5
"820","Berberis asiatica",659593,5
"821","Bergenia purpurascens",482967,5
"822","Brassica juncea",3707,5
"823","Bridelia micrantha",577023,5
"824","Brucea mollis",43723,5
"825","Bupleurum scorzonerifolium",48105,5
"826","Calligonum comosum",710101,5
"827","Camellia japonica",4443,5
"828","Capsicum chinense",80379,5
"829","Carpesium abrotanoides",119172,5
"830","Carpobrotus edulis",379215,5
"831","Ceratonia siliqua",20340,5
"832","Chonemorpha fragrans",141548,5
"833","Chrysobalanus icaco",22978,5
"834","Cibotium barometz",29588,5
"835","Cicer arietinum",3827,5
"836","Cistus monspeliensis",335184,5
"837","Citrullus lanatus",3654,5
"838","Citrus reticulata",85571,5
"839","Clausena anisata",159034,5
"840","Clerodendrum indicum",680190,5
"841","Clerodendrum infortunatum",1073819,5
"842","Cnidoscolus quercifolius",2358373,5
"843","Coleus scutellarioides",4142,5
"844","Combretum molle",507414,5
"845","Commiphora leptophloeos",181239,5
"846","Conyza bonariensis",91242,5
"847","Cordia verbenacea",595250,5
"848","Corydalis saxicola",282776,5
"849","Corymbia citriodora",34329,5
"850","Corynandra viscosa",190804,5
"851","Cotyledon orbiculata",22999,5
"852","Cryptolepis sanguinolenta",1882729,5
"853","Cucumis melo",3656,5
"854","Curcuma amada",105371,5
"855","Curcuma angustifolia",136208,5
"856","Cymbopogon nardus",79840,5
"857","Cymbopogon schoenanthus",79841,5
"858","Cynanchum auriculatum",157409,5
"859","Dacryodes edulis",246365,5
"860","Dalbergia odorifera",499988,5
"861","Decalepis arayalpathra",413278,5
"862","Dendrobium candidum",431188,5
"863","Dennettia tripetala",489326,5
"864","Dioscorea alata",55571,5
"865","Diplocyclos palmatus",252525,5
"866","Dipsacus asperoides",180066,5
"867","Dracocephalum royleanum",1585253,5
"868","Dysosma versipellis",93611,5
"869","Echinophora platyloba",325739,5
"870","Elephantorrhiza elephantina",148694,5
"871","Emilia sonchifolia",415160,5
"872","Ephedra alata",302006,5
"873","Eryngium planum",43071,5
"874","Erythrina variegata",3845,5
"875","Erythrina velutina",1076878,5
"876","Euphorbia helioscopia",154990,5
"877","Fagopyrum dibotrys",516549,5
"878","Fernandoa adenophylla",1818589,5
"879","Ferula ammoniacum",460607,5
"880","Ferula aucheri",312798,5
"881","Ferula sinkiangensis",1271632,5
"882","Ficus palmata",309331,5
"883","Flueggea virosa",283121,5
"884","Galega officinalis",47101,5
"885","Gentiana scabra",292393,5
"886","Glechoma longituba",516071,5
"887","Gmelina arborea",201509,5
"888","Gymnema inodorum",187497,5
"889","Gynura bicolor",714476,5
"890","Gynura divaricata",904593,5
"891","Haplophyllum tuberculatum",452784,5
"892","Helichrysum stoechas",261805,5
"893","Himatanthus drasticus",1008445,5
"894","Holoptelea integrifolia",63066,5
"895","Hordeum vulgare",4513,5
"896","Illicium difengpi",124772,5
"897","Ipomoea batatas",4120,5
"898","Kaempferia rotunda",97754,5
"899","Lavandula dentata",1441374,5
"900","Lavandula latifolia",39331,5
"901","Leonotis nepetifolia",483799,5
"902","Leptadenia pyrotechnica",1185349,5
"903","Leuzea carthamoides",362630,5
"904","Lilium brownii",82312,5
"905","Lilium pumilum",82327,5
"906","Limonia acidissima",159053,5
"907","Madhuca longifolia",317856,5
"908","Mallotus philippensis",316645,5
"909","Muntingia calabura",45164,5
"910","Musa x paradisiaca",89151,5
"911","Nasturtium officinale",65948,5
"912","Neopicrorhiza scrophulariiflora",470706,5
"913","Nepeta cataria",39347,5
"914","Nepeta nuda",1533225,5
"915","Nymphaea lotus",264924,5
"916","Ochradenus arabicus",415765,5
"917","Ocimum americanum",204141,5
"918","Paeonia emodi",40708,5
"919","Paeonia rockii",62886,5
"920","Passiflora alata",159422,5
"921","Passiflora incarnata",159425,5
"922","Pedalium murex",642575,5
"923","Pentanema britannica",119176,5
"924","Persicaria chinensis",54804,5
"925","Persicaria hydropiper",46901,5
"926","Peucedanum japonicum",49563,5
"927","Pigea enneasperma",212266,5
"928","Pinus roxburghii",71650,5
"929","Piper methysticum",130404,5
"930","Piper retrofractum",130414,5
"931","Pisum sativum",3888,5
"932","Platostoma palustre",2303480,5
"933","Plumbago indica",122308,5
"934","Prosopis cineraria",364024,5
"935","Psammosilene tunicoides",39860,5
"936","Psiloxylon mauritianum",40027,5
"937","Pueraria tuberosa",457826,5
"938","Rhinacanthus nasutus",537489,5
"939","Rhodiola imbricata",2035797,5
"940","Rhodiola sachalinensis",265354,5
"941","Rhododendron arboreum",176258,5
"942","Rhododendron tomentosum",49170,5
"943","Ribes fasciculatum",175197,5
"944","Ruellia tuberosa",441035,5
"945","Salvia divinorum",28513,5
"946","Sanguisorba minor",137456,5
"947","Saraca indica",509014,5
"948","Sarcandra glabra",92927,5
"949","Schinus molle",43851,5
"950","Securidaca inappendiculata",3091905,5
"951","Senna obtusifolia",346985,5
"952","Senna siamea",346999,5
"953","Sicyos edulis",184140,5
"954","Sida cordifolia",108362,5
"955","Sideroxylon spinosum",2945705,5
"956","Smilax glabra",703614,5
"957","Strobilanthes crispa",946018,5
"958","Swietenia mahagoni",459165,5
"959","Syzygium aqueum",219865,5
"960","Syzygium guineense",334482,5
"961","Syzygium polyanthum",883761,5
"962","Tabernaemontana divaricata",52861,5
"963","Telfairia occidentalis",383670,5
"964","Tetradenia riparia",992795,5
"965","Tetradium ruticarpum",354523,5
"966","Teucrium chamaedrys",53176,5
"967","Thespesia populnea",3638,5
"968","Thymus saturejoides",751874,5
"969","Turnera subulata",218843,5
"970","Urtica urens",473050,5
"971","Vigna radiata",157791,5
"972","Viola philippica",316493,5
"973","Vitellaria paradoxa",292385,5
"974","Waltheria indica",671526,5
"975","Warburgia salutaris",132963,5
"976","Ximenia americana",50174,5
"977","Ziziphus mucronata",345811,5
"978","Acacia mearnsii",139012,4
"979","Acanthus mollis",76277,4
"980","Acer truncatum",47965,4
"981","Achyranthes japonica",543011,4
"982","Aconitum vilmorinianum",226101,4
"983","Actinidia macrosperma",165712,4
"984","Aframomum melegueta",637930,4
"985","Afzelia africana",162641,4
"986","Agastache mexicana",39270,4
"987","Ageratina adenophora",176616,4
"988","Allamanda cathartica",52818,4
"989","Allanblackia floribunda",469914,4
"990","Alpinia calcarata",199618,4
"991","Alpinia officinarum",199623,4
"992","Amana edulis",89493,4
"993","Amaranthus tricolor",29722,4
"994","Anchomanes difformis",28473,4
"995","Anemarrhena asphodeloides",59045,4
"996","Angelica archangelica",40949,4
"997","Anisodus tanguticus",243964,4
"998","Annona crassiflora",508206,4
"999","Anoectochilus formosanus",173437,4
"1000","Anvillea garcinii subsp. radiata",159630,4
"1001","Aquarius macrophyllus",3237189,4
"1002","Ardisia crenata",13345,4
"1003","Arisaema heterophyllum",227498,4
"1004","Armoracia rusticana",3704,4
"1005","Artemisia abrotanum",86306,4
"1006","Artemisia aucheri",1338412,4
"1007","Artemisia sieberi",72352,4
"1008","Asarum heterotropoides",366663,4
"1009","Asteracantha longifolia",2382139,4
"1010","Atractylodes japonica",2547412,4
"1011","Baccharis dracunculifolia",72900,4
"1012","Bauhinia racemosa",1227988,4
"1013","Berberis integerrima",1112794,4
"1014","Beta vulgaris",161934,4
"1015","Bistorta amplexicaulis",137671,4
"1016","Bistorta officinalis",125587,4
"1017","Bituminaria bituminosa",53836,4
"1018","Bougainvillea glabra",3541,4
"1019","Bougainvillea spectabilis",146096,4
"1020","Brachypterum scandens",1225699,4
"1021","Brassica oleracea",3712,4
"1022","Breynia androgyna",283133,4
"1023","Brucea antidysenterica",459111,4
"1024","Buddleja globosa",168495,4
"1025","Butea superba",480422,4
"1026","Byrsonima intermedia",1801580,4
"1027","Calluna vulgaris",13385,4
"1028","Calophyllum brasiliense",280748,4
"1029","Camellia fascicularis",147913,4
"1030","Camptotheca acuminata",16922,4
"1031","Carissa edulis",992661,4
"1032","Carpesium divaricatum",313927,4
"1033","Cecropia pachystachya",1472306,4
"1034","Cerbera manghas",141545,4
"1035","Ceriops tagal",61143,4
"1036","Ceropegia bulbosa",197248,4
"1037","Ceropegia juncea",185234,4
"1038","Chaenomeles speciosa",106546,4
"1039","Chimonanthus salicifolius",2855397,4
"1040","Chlorophytum comosum",34182,4
"1041","Cicca acida",260718,4
"1042","Cinnamomum migao",2830825,4
"1043","Cirsium arvense var. setosum",2762161,4
"1044","Cissampelos pareira",108409,4
"1045","Clausena lansium",159037,4
"1046","Cleome amblyocarpa",1077932,4
"1047","Cleome arabica",511509,4
"1048","Colchicum luteum",225785,4
"1049","Colebrookea oppositifolia",54466,4
"1050","Combretum erythrophyllum",507406,4
"1051","Commelina benghalensis",34173,4
"1052","Coptis teeta",261448,4
"1053","Costus spicatus",328782,4
"1054","Cremastra appendiculata",459596,4
"1055","Crinum asiaticum",205937,4
"1056","Croton lechleri",323063,4
"1057","Cucumis maderaspatanus",386199,4
"1058","Cuphea aequipetala",857169,4
"1059","Cupressus sempervirens",13469,4
"1060","Curcuma aeruginosa",136205,4
"1061","Cuscuta reflexa",4129,4
"1062","Cynanchum bungei",698326,4
"1063","Cynanchum thesioides",185080,4
"1064","Cynanchum wilfordii",228709,4
"1065","Daphne genkwa",1477590,4
"1066","Dendrobium chrysanthum",154291,4
"1067","Dichrostachys cinerea",196665,4
"1068","Dicoma anomala",1184223,4
"1069","Dodonaea polyandra",569829,4
"1070","Dracaena cambodiana",580341,4
"1071","Echinacea pallida",53749,4
"1072","Elaeagnus umbellata",43233,4
"1073","Eleutherine bulbosa",1210469,4
"1074","Emblica urinaria",296035,4
"1075","Enicostema axillare",82713,4
"1076","Entada africana",2005481,4
"1077","Entada phaseoloides",489316,4
"1078","Ephedra foeminea",157595,4
"1079","Epimedium koreanum",63351,4
"1080","Epimedium pubescens",153729,4
"1081","Epimedium wushanense",253611,4
"1082","Eremurus spectabilis",122943,4
"1083","Eryngium foetidum",477864,4
"1084","Eucalyptus camaldulensis",34316,4
"1085","Euonymus alatus",4307,4
"1086","Euphorbia kansui",239687,4
"1087","Euphorbia tithymaloides",212310,4
"1088","Falcaria vulgaris",52469,4
"1089","Ferula foetida",371345,4
"1090","Ficus platyphylla",309299,4
"1091","Ficus racemosa",100569,4
"1092","Fritillaria cirrhosa subsp. roylei",2733505,4
"1093","Fritillaria przewalskii",152092,4
"1094","Fritillaria thunbergii",108546,4
"1095","Fumaria parviflora",1464625,4
"1096","Garcinia mangostana",58228,4
"1097","Garcinia pedunculata",1220708,4
"1098","Gelsemium sempervirens",28542,4
"1099","Gentiana cruciata",49943,4
"1100","Gentiana dahurica",225203,4
"1101","Gentiana straminea",50768,4
"1102","Geum urbanum",57919,4
"1103","Globularia alypum",1533088,4
"1104","Glycine max",3847,4
"1105","Grona adscendens",630762,4
"1106","Grona styracifolia",648866,4
"1107","Gymnadenia conopsea",59324,4
"1108","Gymnosporia senegalensis",256095,4
"1109","Gynochthodes umbellata",268745,4
"1110","Gypsophila vaccaria",39387,4
"1111","Helicteres isora",1382013,4
"1112","Heliopsis longipes",185653,4
"1113","Heliotropium indicum",248297,4
"1114","Helleborus niger",171896,4
"1115","Hemionitis calomelanos",414644,4
"1116","Hibiscus syriacus",106335,4
"1117","Homalomena aromatica",1804071,4
"1118","Hosta plantaginea",470571,4
"1119","Hovenia dulcis",99292,4
"1120","Hydnophytum formicarum",29797,4
"1121","Hygrophila schulli",507529,4
"1122","Hymenocallis littoralis",59040,4
"1123","Hypericum sinaicum",1137027,4
"1124","Hypericum triquetrifolium",282558,4
"1125","Hyphaene thebaica",115479,4
"1126","Impatiens balsamina",63779,4
"1127","Iris domestica",58944,4
"1128","Jasminum sambac",660624,4
"1129","Jatropha mollissima",2833435,4
"1130","Kadsura coccinea",124780,4
"1131","Kirganelia reticulata",296037,4
"1132","Lablab purpureus",35936,4
"1133","Lactuca indica",75953,4
"1134","Lasiosiphon glaucus",360584,4
"1135","Lens culinaris",3864,4
"1136","Lepidium draba",153317,4
"1137","Leucaena leucocephala",3866,4
"1138","Ligularia fischeri",186954,4
"1139","Linum album",191219,4
"1140","Lippia javanica",925357,4
"1141","Lithocarpus litseifolius",425828,4
"1142","Luffa acutangula",56866,4
"1143","Lychnophora ericoides",594549,4
"1144","Melaleuca citrina",2981537,4
"1145","Mesua ferrea",210380,4
"1146","Moeroris fraterna",427278,4
"1147","Momordica dioica",654836,4
"1148","Moringa concanensis",161026,4
"1149","Murraya exotica",2901850,4
"1150","Murraya paniculata",43711,4
"1151","Myrianthus arboreus",1781621,4
"1152","Myrothamnus flabellifolia",83223,4
"1153","Newbouldia laevis",211924,4
"1154","Nicandra physalodes",33118,4
"1155","Nymphaea nouchali",58040,4
"1156","Ocimum kilimandscharicum",1224218,4
"1157","Ophiorrhiza mungos",43537,4
"1158","Ophiorrhiza pumila",157934,4
"1159","Origanum elongatum",751846,4
"1160","Pancratium maritimum",644807,4
"1161","Paris polyphylla var. yunnanensis",221260,4
"1162","Paullinia pinnata",290984,4
"1163","Pedicularis longiflora",326831,4
"1164","Peltophorum pterocarpum",162876,4
"1165","Periploca laevigata",413294,4
"1166","Phedimus aizoon",116726,4
"1167","Phyla dulcis",542674,4
"1168","Phyla nodiflora",222877,4
"1169","Physalis pubescens",300354,4
"1170","Phytolacca acinosa",3528,4
"1171","Piper aduncum",130377,4
"1172","Pistacia chinensis",289741,4
"1173","Pistacia khinjuk",434236,4
"1174","Plectranthus ornatus",2171726,4
"1175","Pluchea lanceolata",1950228,4
"1176","Plukenetia volubilis",316893,4
"1177","Polygonum aviculare",137693,4
"1178","Polyscias filicifolia",2711148,4
"1179","Prangos ferulacea",489434,4
"1180","Prunus armeniaca",36596,4
"1181","Prunus humilis",434060,4
"1182","Pseudognaphalium affine",318063,4
"1183","Pterocarpus marsupium",1071187,4
"1184","Pterodon emarginatus",1079077,4
"1185","Pterodon pubescens",104318,4
"1186","Pueraria candollei var. mirifica",861244,4
"1187","Pulicaria incisa",119188,4
"1188","Pulsatilla chinensis",714493,4
"1189","Pyrostegia venusta",354045,4
"1190","Qualea grandiflora",178107,4
"1191","Quercus brantii",39467,4
"1192","Rhododendron molle",49168,4
"1193","Rourea coccinea",162701,4
"1194","Rubia yunnanensis",1650721,4
"1195","Rubus chingii",714495,4
"1196","Rumex crispus",174649,4
"1197","Rumex dentatus",1006352,4
"1198","Rumex obtusifolius",3619,4
"1199","Ruscus aculeatus",59067,4
"1200","Salix alba",75704,4
"1201","Salvia multicaulis",1685714,4
"1202","Salvia officinalis subsp. lavandulifolia",3110498,4
"1203","Santalum album",35974,4
"1204","Sapindus saponaria",171222,4
"1205","Sarcocephalus latifolius",43573,4
"1206","Satureja macrantha",2998225,4
"1207","Satyrium nepalense",62865,4
"1208","Saussurea medusa",137893,4
"1209","Schinus terebinthifolia",169191,4
"1210","Sclerocarya birrea",289766,4
"1211","Scutellaria orientalis",53170,4
"1212","Semiliquidambar cathayensis",99446,4
"1213","Senecio asperulus",462501,4
"1214","Senegalia pennata",1341699,4
"1215","Sida acuta",108357,4
"1216","Siphonochilus aethiopicus",199663,4
"1217","Solanum aculeatissimum",267265,4
"1218","Solanum paniculatum",329794,4
"1219","Solanum tuberosum",4113,4
"1220","Solanum villosum",115671,4
"1221","Solidago chilensis",2707859,4
"1222","Sorghum bicolor",4558,4
"1223","Spatholobus suberectus",455371,4
"1224","Sphaeranthus indicus",1205786,4
"1225","Stachys inflata",1348493,4
"1226","Stephania kwangsiensis",1501466,4
"1227","Stephania tetrandra",425106,4
"1228","Stephanotis volubilis",491995,4
"1229","Strobilanthes cusia",222567,4
"1230","Swertia mussotii",137888,4
"1231","Swietenia macrophylla",43891,4
"1232","Synsepalum dulcificum",3743,4
"1233","Syringa oblata",178762,4
"1234","Tagetes patula",55843,4
"1235","Tapinanthus bangwensis",2708992,4
"1236","Taxillus chinensis",227909,4
"1237","Thalictrum foliolosum",1277777,4
"1238","Thalictrum minus",476039,4
"1239","Thespesia garckeana",1833803,4
"1240","Thymbra spicata",306406,4
"1241","Tilia americana",66669,4
"1242","Trianthema portulacastrum",3548,4
"1243","Triticum aestivum",4565,4
"1244","Trollius chinensis",78479,4
